12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
12	12	
